,Col 1
940,FOR TIME; 50 KBS 35/25 #; 40 Box Jumps 24/20?; 30 DB Push Press 35/25 #; 20 CTB-band; 30 DB Push Press; 40 Box Jumps; 50 KBS
941,2 RFT; 50 Air Squats; 30 Bar-Facing Burpees; 20 DL -185/135 #
942,16 MIN AMRAP; 200 m Run; 15 Burpees over Bar; 10 Front Squats @ 95/65 #
943,3 Min AMRAP; 3 Power Cleans 165/115 #; 9 Burpees; -Rest 3 min; 4 Power Cleans 135/95 #; 8 Burpees; -Rest 3 min; 5 Power Cleans 95/65 #; 7 Burpees
944,"of the day (or a different one!) or work on other skills you would like be more proficient in! As always, there will be a coach on staff, but it will not be a regularly instructed class. This change will be in place till the end of December. Hope to see lots of you there!"
945,10 MIN CAP; 7 Rnds; 7 TTB; 7 Scaled HSPU (Abmat)
946,10 Rounds; ? 20 DU; ? 15 Box Jumps 24/20?; ? 10 KBS 35/25#
947,4 ROUNDS-3 MIN ON/1 MIN OFF; 10 Pull-ups; 10 Burpees
948,?DT?-For Time-15 min Cap; 12 Deadlifts 135/95 #; 9 Hang Cleans; 6 Push Jerks
949,5 ROUNDS; 12 Cal Row; 30 DUs; Rest 1 minute
950,FOR TIME; 10 ???> 1; Scaled HSPU; 2????>20 (by 2s); Box Jump Overs 24/20?
951,15 MIN AMRAP; 10 Pull-ups; 15 KBS 53/35 #; 15 Front Squats 75/55 #
952,ends at 300 Calories; Partner 1: 5 Squat Cleans 135/95 #; 8 TTB; 200 M Run; Partner 2: Calorie Row; *Switch when P1 gets back from Run; *
953,ends at 200 Calories; MOBILITY
954,18 MIN CAP; 40 Wall Balls 16/12#; Then 4 Rounds:; 10 TTB; 10 Box Jump Overs 24/20?; Then:; 40 Wall Balls
955,"25 MIN AMRAP; 10 KBS 53/35#; 20 Jumping Lunges-no PVC; 100 M Sprint; *One partner completes full round, then 2nd partner goes"
956,5 RFT; 10 Hang Power Cleans 95/65 #; 300 M Run
957,20 MIN CAP; 21-15-9-6- 3; Pike HSPU; Box Jumps 2420?; 20 Double Unders (Attempts) after each round
958,"?ISABEL?-5 MIN CAP; 30 Snatches at 65% of Max Complex; REST 5 minutes, then..; AMRAP: 6 MIN; 10 Wall Balls 16/12#; 10 Burpees"
959,10 MIN CAP; Team of 2; 100 Shoulder to Overhead 115/75#; Every switch of bar-8 TTB Total!
960,FOR TIME-35 MIN CAP; 800 M Row; ? 30 KBS 53/35#; ? 20 Jumping Lunges (NO PVC pipe); ? 10 CTB Pull-Ups; 400 m Run; ? 10 CTB; ? 20 Jumping Lunges; ? 30 KBS; 400 M Row; ? 30 KBS; ? 20 Jumping Lunges; ? 10 CTB; 800 M Run
961,6 MIN AMRAP
962,6 MIN AMRAP; 10 KBS 53/35#; 5 Kipping HSPU
963,EMOM 6; Max Unbroken Wall Ball-Cap 15; 20/16#
964,OT3M-30 Minutes; 400 M Run; 7 DL 225/155#; 3 x 12 GHD
965,4 MIN CAP; 8 x 10 M Sprint; 80 DUs; 8 x 10 M Sprint
966,Tabata Jumping Lunges
967,EMOM 30 MIN; Min 1: 12/10 Cal Row; Min 2: 12 Burpees; Min 3: 12 Box Jumps 24/20?
968,APALOOZA 2K15 CHIPPER?; 20 Min Time Cap; 40 ALT Pistols; 20 Cleans 115/75#; 15 Burpee Pull-Ups; 20 STO 115/75#; 5 Rope Climbs; 10 Thrusters 115/75#
969,EMOM 12; 20 Double Under; 1 Squat Snatch (85% of max Snatch from today)
970,FOR TIME; 21-15-9; Thrusters 75/45#; Burpees
971,6 MINUTES; :50 on/:10 off KBS 35/25#; :50 on/:10 off Burpees; :40 on/:20 off KBS; :40 on/:20 off Burpees; :30 on/:30 off KBS; :30 on/:30 off Burpees
972,8 MIN AMRAP; Ascending ladder by 2s; Kipping HSPU; Scaled Pistols
973,5 Muscle-Up Transitions on Box; 5 Circles Back and Forth on Box; 5 Muscle-Up Transitions on Box; 5 Circles Back and Forth on Box; 5 Muscle-Up Transitions on Box
974,FOR TIME-12 MIN CAP; 21-18-15-12-9-6-3; KBS-53/35 #; 3-6-9-12-15-18-21; Box Jumps-24/20?
975,9 MIN CAP; 2000 M Row
976,AMRAP 12 W/PARTNER; 10 Power Snatch 85/55#; 10 Box Jump Overs 24/20?; 1 person completes round then switch
977,3 RFT-10 Min Cap; 10 OHS 95/65#; 30 DU
978,6 Min AMRAP; 12 Cal Row; 16 Burpee to Plate; 20 Wall Ball 16/14#; 1 Min Rest; 5 Min AMRAP; Repeat; 1 Min Rest; 4 Min AMRAP; Repeat
979,3 RNDS-8 MIN CAP; 6 Manmakers 30/20#; 10 Box Jump Overs 24/20#
980,UP/DOWN LADDER-12 MIN CAP; Wall Balls 16/12#; 25-20-15-10-5; Burpees; 5-10-15-20-25
981,8 MIN AMRAP; 30 Double Unders; 12 Box Jumps 24/20?; 7 Pull-Ups
982,8 MIN AMRAP; 10 CTB-No Band; 20 Box Jumps 24/20?
983,?NANCY?; 5 Rounds; Run 400 M; 15 Overhead Squats 75/45#
984,15 MIN CAP; 3 RFT; 400 M Run; 30 KBS@35/25#
985,40 MIN CAP; 5 Rounds For Time; 800 M Run; 40 Air Squats; 20 Burpees
986,5 RNDS FOR TIME-10 MIN CAP; 10 Box Jumps 24/20?; 10 TTB
987,16 MIN CAP; 21 ~ 15 ~ 9; Power Snatch 85/55#; Calorie Row; *Partner 1 cannot move onto next movement until Partner 2 is done
988,Hollow Holds; 5 x 30 secs
989,7 MIN CLOCK; Ladder by 2s; Ring Dips (no band); Front Squats 115/75#
990,FOR TIME-16 MIN CAP; 20 Wall Ball-16/12 #; 800 M Run; 40 Wall Ball; 800 M Run; 20 Wall Ball
991,30 MIN AMRAP; Run 400 M; 2 Rounds:; 5 Pull-Ups; 10 CTG Push-Ups; 15 Air Squats
992,5 ROUNDS; 3 Min On/1 Min Off; 400 M Run; Max Distance Sled Push/Pull; Sled: 90/45#
993,4 RNDS FOR TIME-12 MIN CAP; 10 1 Arm DB Snatch 40/25#; 10 Box Jumps 24/20?; 100 M Sprint
994,EMOM 20 MIN; ODD: 7 Push Jerks 95/65#; EVEN: 10 Bar-Facing Burpees
995,"TEAMS OF 3-FOR TIME; Row 5K; and; Move 15,000 lbs from ground to shoulders (clean)"
996,AMRAP-30 MIN; 200 M Farmer Walks-45/25 # KB; 800 M Run; 30 Box Jump Overs 24/20?-Mandatory Step Down!!
997,# 2 ? 8 MIN; Max Hang Power Cleans 135/85#; 30 Air Squats -*When you drop the bar*
998,E3MOM -18 MIN (6 ROUNDS); 10 Thruster @ 95/65#; 20 Double Unders; *8 Cal on Bike; *Alternate Rounds -10 x 10 Sprint
999,7 Rounds For Time:; 2 Strict HSPU (or 3 Wall Walks); 11 Power Snatch 75/45
1000,"10, 9, 8, 7, 6, 5, 4, 3, 2, 1; Power Clean; *Must be Unbroken Sets; *Build each set (start around 50%); Cash Out; 2 Min MAX Calories Assault Bike or Air Dyne"
1001,10 Minute AMRAP; 24 Pistols; 8 CTB Pullups
1002,Every Minute on the Minute for 12 Minutes; Odd: 10 Burpees; Even: 10 TTB; *Scaling options for TTB are Knees Up higher than hips
1003,15 Min AMRAP; 10 Hang Power Cleans 115/75; 15 Bar Facing Burpees; 30 Double Unders
1004,For time (18 Min Cap):; 1000m Row; 50 Situps; 30 Wallball 20/16; 15 Manmakers 40/25#; 4 Rope Climbs
1005,10 Rounds Each; 5 Squat Snatch 75/55; 7 Pullups (4 Strict); 100m Sprint
1006,8 Minute AMRAP-Burpees; OTM 15 Double Unders; (START WITH DOUBLE UNDERS)
1007,For time:; 20 SDHP 65/45; 40 Thruster 95/65; 60 Deadlift 115/85; 30 Alternating Front Rack Lunges 115/85
1008,12 Min AMRAP; Run 400m; 21 Back Squats 115/75
1009,"8 Minute AMRAP; 3 Wall Ball; 3 TTB; 6 Wall Ball; 6 TTB; 9 Wall Ball; 9 TTB; .; .; .; Climb the ladder as high as you can; 16/14, Knees Up in place of TTB"
1010,"8 Minute EMOM; ODD: 10x10m Sprint; EVEN: 10 Box Jump Overs (C = 30/24, P = 24/20, F = Choice)"
1011,AMRAP 10 Minutes; 20 Kettlebell Swings 53/35; 30 Double Unders
1012,200m Run; 10 Burpee Box Jumps 20/20
1013,"Teams of 3; Each Teammate will complete three rounds, following each other through the movements.; 500m Row; 25 Wall Ball 16/12; 40 Situps"
1014,3 Rounds; 60 Double Unders; 12 Squat Cleans 135/95
1015,Run 800m; 20 Pullups; 50 Air Squats; 30 Power Snatch 95/65; 50 Air Squats; 20 Pullups; Run 800m
1016,60-40-20; Kettlebell Swings; *Run 400m after each set; 35/25
1017,3 Rounds; 150m Row; 14 Push Press 75/55#; 12 KBS 53/35#; 10 Box Jumps 20/20; Rest 3 Minutes
1018,For Time (8 Minute Cap); 21 -15 -9; Clean and Jerk 135/95; Lateral Burpees over Bar; STRENGTH: DIPS 4 X 6; Find appropriate scale to challenge yourself
1019,12 Min AMRAP; 200m Run; 10 Box Jumps 24/20
1020,3 Rounds for time; 15 OHS 95/65; 15 TTB; 3 Rounds for time; 10 OHS 75/55; 10 TTB
1021,Teams of 3-Complete the following in order: One team mate will always be running according to scale- Cap 16 minutes; 2.5K Row; 100 Knee Ups or 75 TTB; 300M Run
1022,?Karen?; 150 Wall Balls for Time 20/14; 100 Wall Balls for Time 16/12
1023,"?; 5 Minute AMRAP; 4 Power Cleans 155/105; 24 Double Unders; 10 Pullups; 115/75, 12 DUs"
1024,#3; Accessory Work; 3 Rounds Not For Time; 100ft Overhead KB Walk; 150ft KB Farmers Carry
1025,5 Rounds; 2 Min AMRAP; Row 200m; Max Pullups; Rest 2 Min Between Rounds
1026,"(If weather is bad, and only if running is not an option at all); Teams of 3; 3000m Row, switching whenever you want; 60 Clean and Jerks 85/55, must do 5 at a time; 3000m Row, switching whenever you want"
1027,"20 Minute Clock; From 0-10 Minutes,; 10 Min AMRAP, ?Cindy?; 5 Pullups; 10 Pushups; 15 Air Squats; From 10-20 Minutes,; Establish 2rm Hang Squat Clean; *Start with empty barbell, must be unbroken"
1028,"3 Rounds For Time; 10 TTB; 10 Box Jump Overs 24/20; 100m Run; -Rest 3 Minutes-; 2 Rounds For Time; 10 TTB; 10 Box Jump Overs 24/20; 100m Run; -Rest 2 Minutes-; 1 Round For Time; 10 TTB; 10 Box Jump Overs 24/20; 100m Run; 5 TTB or 10 Knees up, 20/20"
1029,10 RFT; 15 Double Unders; 10 Push-ups or 15 Scaled Push-ups; 5 Power Cleans-95/65#
1030,(from Chris Spealler); 2 Rounds; 100 Double Unders; 30 Box Jumps 24/20; 20 Knees Up
1031,"6 Minute AMRAP; 50 Double Unders; 12 Burpees; 30 DUS, 10 Burpees"
1032,?Helen?; 3 Rounds for time; 400m Run; 21 KBS 53/35; 12 Pullups; 35/25
1033,400m Run; 24 Power Snatches 115/75; 600m Run; 16 Power Snatches; 800m Run; 8 Power Snatches
1034,(Courtesy of CrossFit Park City); 1-2-3-4-5-6-7-8-9-10; Burpee TTB; Deadlift 275/185; Burpee Knee Up; Deadlift 205/135
1035,"1. Man Maker 50/35; 2. Muscle Ups; 3. OHS 135/95; 4. Power Snatch 135/95; 5. Handstand Pushup; 6. Chest to Bar Pullup; 7. Front Squat 135/95; 8. Shoulder to Overhead 135/95; 9. Kettlebell Swing 88/70; 10. Calorie Row; 11. Toes To Bar; 12. Burpee Box Jumps 30/24; The workout works just like the song.; On the first day (first round) of Christmas you will do 1 Man Maker. On the second day (second round) you will do 2 Muscle Ups, 1 Man Maker. Third day is 3 OHS, 2 Muscle Ups, 1 Man Maker.. until you get to the 12th day of Christmas where you will perform 12, 11, 10, 9, 8, 7, 6, 5, 4, 3, 2, 1 to complete the workout!; 12 Days of Christmas"
1036,1. Man Maker 40/25; 2. Ring Dips; 3. OHS 95/65; 4. Power Snatch 95/65; 5. Pike Handstand Pushup; 6. Pullup; 7. Front Squat 95/65; 8. Shoulder to Overhead 95/65; 9. Kettlebell Swing 53/35; 10. Calorie Row; 11. Knees Up; 12. Burpee Box Jumps 24/20
1037,"4 Rounds For Time; 400m Run; 30 Box Jumps 24/20; 20 TTB; 20/20, Knees Up"
1038,10 Minutes; Max Calories on the Rower; Rest 10 Minutes
1039,10 Minute Clock; Odd Min: 10x10m Sprint; Even Min: 15 TTB; 8x10m/10 Knees Up
1040,10 Minute AMRAP; 15 Box Jumps 24/20; 12 Burpees; 9 Shoulder to Overhead 115/75; 95/65
1041,apalooza Little Chipper?; With Rower; 21 Calorie Row; 15 Power Snatch; 9 Bar Facing Burpees; 15 Thrusters; 21 Calorie Row; 85/55
1042,"# 2; 7 Min AMRAP; 10 Burpees (F: 8 Burpees); 10 Box Jumps (C: 24/20, P: 20/20, F: 8 Reps, Choice); Skill Work; EMOM 7 Minutes; MAX UB TTB"
1043,"RX; For time,; 50 Calorie Row; 40 KBS 53/35; 30 Box Jumps 30/24; 20 Ring Dips; 10 Rope Climbs; 50 Calorie Row; 40 KBS 35/25; 30 Box Jumps 24/20; 15 Ring Dips; 5 Rope Climbs"
1044,"(Courtesy of Crossfit Park City); For time,; 75 Power Snatches 75/55; *EMOM 30 Double Unders; 55/35, 15 DU"
1045,RX; 3 RFT; 20 Step Ups to 24/20 holding 50/35 DB; 15 Shoulder To Overhead 135/95; 15 Calorie Row; 3 RFT; 20 Step Ups to 24/20 holding 30/25 DB; 15 Shoulder To Overhead 95/65; 12 Calorie Row
1046,3 Rounds For Time; 21 Burpees over the Bar; 14 Pullups; 7 Hang Power Cleans 165/115; 115/75
1047,"10 Minute AMRAP; 10 Thrusters 95/65; 30 Double Unders; 75/55, 15 DUs"
1048,"25-20-15-10-5; Wall Ball 20/14; Deadlifts 135 / 95; 16/12, 95/65"
1049,"8 minute AMRAP; 50 double unders; 10 chest to bar pull-ups; 30 du, 10 pull-ups"
1050,"21-15-9; Shoulder to Overhead 115/75; Box Jumps 30/24; 95/65, 24/20"
1051,8 Minute AMRAP; Ladder by 2?s; 2 Power Snatch 115/75; 2 TTB; 4 Power Snatch; 4 TTB; and so on?; 85/55
1052,"6 Rounds; 1:30 AMRAP; 30 DUs; Max Wall Ball 20/14; Rest :30s; 30 DUs, Max WB 16/12"
1053,For time:; 200m Run; 20 TTB; 50 DUs; 20 Power Cleans 135/95; 50 DUs; 20 TTB; 200m Run; Scales: 12 TTB/30DUs/95/65
1054,"5 Rounds For Time; 500m Row; 20 Box Jumps 24/20; 20 Kettlebell Swings 53/35; -Rest two minutes-; This is interval work. Go hard during the work periods to earn that rest period!; 400m Row, 20/20 Box Jumps, 35/25 Kettlebell Swings"
1055,", Courtesy of Crossfit.com; For time:; Run 400m; Rest 1 Minute; Run 800m; Rest 2 Minutes; Run 1200m; Rest 3 Minutes; Run 1600m"
1056,"3 Rounds; 50 Double Unders (P: 30 DUs, F: 50Singles); 25 Calorie Row (P:20 Cal, F: 15 Cal); 15 Back Squat (Rx: 135/95, P: 95/65, F: Choice)"
1057,"5 Rounds for time; 400m Run; 10 Power Snatch 135/95; 3 Rope Climbs; 96/65, 2 Rope Climbs"
1058,"20 Minute AMRAP; 5 Box Jumps 24/20; 5 Wall Ball 20/14; 5 Hang Power Cleans 115/75; 10 Box Jumps; 10 Wall Ball; 10 Hang Power Cleans; 15, 15, 15, 20, 20, 20 .. and so on; Split up the work however you?d like with your partner!; 20/20 Box Jumps, 16/12 Wall Ball, 95/65 Cleans"
1059,"3 Rounds; 800m Run; 30 Box Jumps 30/24; 20 Power Snatch 95/65; 24/20, 75/55"
1060,"Every 3 Minutes for 6 Rounds; 250/200m Row; 40 Dus; 20 Situps; 200/150m Row, 20 DUs, 20 Situps"
1061,100 Push Press 115/75; *Every break run 400m; (No resting bar overhead or on shoulders); 95/65
1062,"Buy In- 50 Burpees over the Bar; 3 Rounds; 400m Run; 25 Power Cleans 135/95; Cash Out-50 Burpees over the Bar; 40 Burpees over the Bar, 95/65"
1063,21-15-9; Squat Snatch 95/65; Pull-ups; 75/55
1064,"With a partner:; 200m Run; 400m Run; 600m Run; 800m Run; 600m Run; 400m Run; 200m Run; Partner 1 Runs 200, then partner 2 runs 200, then partner 1 runs 400, then partner 2 runs 400 and so on.."
1065,"25 Minute AMRAP; 30 Calorie Row; 30 TTB; 30 Power Cleans 95/65; 30 Hand Release Pushups; 300m Run; 20 TTB or 30 Knees Up, 75/55, Regular Pushups"
1066,"?Karen Interrupted?; 150 Wall Ball 20/14; *EMOM 4 Burpees; *Start with Wall Ball; 120 Reps, 16/12, 3 Burpees EMOM"
1067,"For Time:; 27 Shoulder to Overhead 115/75; 9 Kettlebell Swing 70/53; 18 Shoulder to Overhead; 18 Kettlebell Swing; 9 Shoulder to Overhead; 27 Kettlebell Swing; 95/65, 53/35"
1068,For time:; 20 Calories Rower (Rx+ : Assault Bike); 200m Run; 20 Ground to Overhead Any Style 115/75; 20 Burpees Over bar; *This is a sprint! Work as hard as you can from start to finish! Weight should be something you can move for a high number of reps on the ground to overhead!; 95/65
1069,"For time:; 1,000m Row; Directly into; 21-15-9; Pull-Ups; Box Jumps 24/20; 12-9-6 Pullups (or any variation of reps), 20/20"
1070,(Courtesy of CF Park City); 9 Minute AMRAP; 50 Ft. Overhead Walking Lunge 45/25; 10 Pushups (Feet on Plate); 10 Plate Ground to Overhead; 10 Situps
1071,"For time:; 30-20-10; Wall Ball 20/14; Pullups; 16/12, (15-10-5 Pullups)"
1072,"5 Rounds for Time; 20 Alternating Pistols; 20 Power Snatch 75/55; 10 Alternating Pistols, 20 Power Snatch 65/45"
1073,"9 Minute AMRAP; 30 Double Unders; 12 Box Jumps 24/20; 9 TTB; 15 Double Unders, 20/20, 9 Knees Up"
1074,3RFT; 24 Deadlifts; 18 Hang Power Cleans; 12 Shoulder to Overhead; Rest 2 Minutes Between Rounds; RX: 155/105; 135/95
1075,"15-12-9-6-3; Toes to Bar; Clean and Jerk 135/95; Knees up, 95/65; 15 Hip Extensions"
1076,"11 Minute AMRAP; 5 Shoulder to Overhead 135/95; 7 Box Jumps 30/24; 9 Toes to Bar; 95/65, 24/20, Knees Up"
1077,3 Rounds; 300m Row; 200m Run; 100 Double Unders; 50 DUS
1078,"(Courtesy of CrossFit Linchpin); 27-18-9; Back Squats 225/155; Burpee Box Jumps 24/20; 155/105, 20/20"
1079,Alternating EMOM for 30 minutes of:; 7 sandbag to overhead; 6 burpee box jumps; 10 V-Ups
1080,3 Rounds for time; Run 400 Meters; 12 power snatches (95/65) Hero (115/75); 12 TTB
1081,5RFT:; 18x Russian Twists (35/25#); 14x Air Squats; 10x Push-ups with Hand Release; 6x Jumping Lunges
1082,18min EMOM; Minute 1.) 6-10x Kipping HSPUs; Minute 2.) 6x Burpee Box Jump Overs (24/20?); Minute 3.) 15x V-ups
1083,For Time:; 21-15-9; Calorie Row; HSPUs; Ring Rows; Push-ups with Hand Release
1084,6 Rounds; 10x Sumo Deadlift High Pulls (75/55#); 15x Air Squats
1085,2 Rounds:; 200m Run; -Rest :30; :30 Max Effort T2B; 200m Run; -Rest :30; :30 Max Effort Pistol Squats; 200m Run; -Rest :30; :30 Max Effort Double Unders
1086,2 Minute AMRAP x 5; 1 Rope Climb; 2 Burpees; Thrusters 75/55; M1: 3 Pull-Ups/3 T2B; *1 Minute Rest in between Rounds; ** You will do thrusters for the remainder of the round after you complete the rope climb and burpees.; *** Score is amount of total thrusters completed
1087,For time:; 21 KB Swings Red/Yellow; 21 K2E; 21 Double Unders; 18 KB Swings; 18 K2E; 18 Double Unders; 15 KB Swings; 15 K2E; 15 Double Unders; 12 KB Swings; 12 K2E; 12 Double Unders
1088,15 Min AMRAP; 3 Squat Cleans 135/95; 30 Double Unders; 10 Sit-ups; M1: 115/80; M2:95/65
1089,3 Min AMRAP x 3; 5 Shoulder 2 OH 115/80; 10 Deadlifts; 15 Box Jumps/Step-Ups; M1: 95/65; M2: 75/55; *1 Min rest between rounds
1090,5 Min AMRAP x 2; 2 Power Snatches 96/65; 2 Muscle Ups; M1: 4 Chest 2 Bar/4 Ring Dips; M2: 8 Pull-ups; 6 Air Squats; M1: 75/55; *2 Min rest between AMRAPS
1091,2 Rounds; 1 Min Max Effort WallBalls; 1 Min Max Effort DoubleUnders; 1 Min Max Effort Rowing; 1 Min Max Effort Bent Over Row 75/55; * 1 Min rest in between Rounds
1092,12 Min EMOM; Odd: 6 Push Press 135/95; Even: 15 Ball Slams 20/14
1093,CrossFit Games Open WOD 14.1; 10 Min AMRAP; 30 Double Unders; 15 Power Snatches 75/55
1094,EMO2M 30 Mins; 6 Goblet Squats; Sprint Y2Y and back; 3 Goblet Squats; Rest 10 mins?.; 1 Mile Run
1095,10 Min AMRAP; 4 Muscle Ups; 4 Burpees; 4 KB Swings Red/Yellow
1096,5 Rounds; 10 KB swing Red/Yellow; 8 Goblet Squats; 6 Toes 2 Bar
1097,Teams of 3 or 4; Row 4000m (Transition as needed); Then Individually:; 1 Min ME KB SWINGS; 1 Min ME Sit-ups; 1 Min ME Burpees; 1 Min ME Clean & Jerk 135/95; 1 Min ME Box Jumps; 1 Min ME HSPU; x 5; * 10 Second Rest in between movements.; ** 1 minute rest after all movements have been completed; Then In Teams again?.; Row 3000m (Transition as needed)
1098,Endurance; Row 500 x 3; * This is a partner Row. Partner A will row a 500m and partner B will rest. Rest is 1:1.; 5 Min Rest?; 20 Min AMRAP; 800 M Run; 20 Barbell Thrusters; 20 Sit-ups; 2 Min Rest?.; 20 Min AMRAP; 400 M Run; 20 KB Swings Red/Yellow; 20 Air Squats
1099,5 Min AMRAP x 2; 2 Power Snatches 96/65; 2 Muscle Ups; M1: 4 Chest 2 Bar/4 Ring Dips; M2: 8 Pull-ups; 6 Air Squats; M1: 75/55; *2 Min rest between AMRAPS
1100,2 Rounds; 1 Min Max Effort WallBalls; 1 Min Max Effort DoubleUnders; 1 Min Max Effort Rowing; 1 Min Max Effort Bent Over Row 75/55; * 1 Min rest in between Rounds
1101,"7 Min AMRAP (Up Ladder of 3 reps); Goblet Squats Red/Yellow; Sit-Ups; *Reps increase by 3 (3,6,9?)"
1102,3 Min AMRAP x 3; 1 Muscle Up; 2 Deadlifts @ 80% of 1 RM; 4 Burpees; *1 min Rest inbetween AMRAP?s
1103,Partner WOD; Tail Pipe; 3 Rounds; 250 Row; Kettle Bell Rack Hold Red/Yellow; *Partner A will Row 250m While Partner B hold TWO RED kettlebells in the rack position. Once the row is completed partners will switch. The workout is finished when each partner has done 3 rounds of rowing and Rack Holding.
1104,Endurance; 1 Mile Run (Time Trial); 2 Minutes rest?.; 20 Min AMRAP; 10 KB Swings; 10 Box Jumps; 10 Sit-Ups; 2 Min Rest?; 20 Min AMRA/P; 10 Wall-Balls; 10 Thrusters 75/55; 10 Ball-Slams; Rest as needed; Finish with 1000m row.
1105,WOD/Strength; 5 Rounds; 2 Front Squats @ 225/155; 2 Back Squats @ 225/155; 3 Front Squats @ 185/130; 3 Back Squats @ 185/130; 5 Front Squats @ 135/95; 5 Back Squats @ 135/95; *Rest as long as it takes you to change out weights. Take a 2 min rest in between Rounds.; Mens MOD?s; M1: 185/135/95; M2: 135/95/75; Womens MOD?s; M1:125/85/65; M2:95/65/Barbell
1106,"Workout of the Day; A.; Every 2 minutes, for 10 minutes (5 sets):; 20-22 Walking Lunges (32/24 kg KBs in each hand); Remember this one from April 1, 2015? Goal is to either go heavier today, or take two extra steps per set.; B.; Every 3 minutes, for 15 minutes (5 sets):; Bench Press x 3-5 reps; Goal is to establish today?s 5-RM.; C.; Three sets of:; Single-Arm DB Row x 8-10 reps each @ 2111; Rest 45 seconds; Hollow Holds/Rocks x 60 seconds; Rest 45 seconds"
1107,"A.; Every minute, on the minute, for 30 minutes:; Minute 1 ? 30 Double-Unders; (or 40 seconds of Double-Under technique work if you?re still perfecting your double-unders); Minute 2 ? 10 Burpees; Minute 3 ? 15 Kettlebell Swings; B.; Three sets of:; Single-Arm Dumbbell Row x 6-8 reps; Rest as needed; Prone Plank Hold x 60-90 seconds; Rest as needed"
1108,"A.; Three rounds of:; Back Squat x 8 reps @ 3011; (increase load by 4-5% from that used on April 12); Rest 60 seconds; Dumbbell Bench Press x 8 reps @ 2011; Rest 60 seconds; V-Ups x 20 reps; Rest 60 seconds; B.; Every minute, on the minute, for 15 minutes:; Minute 1: 12 Kettlebell Swings + 6 Goblet Squats; Minute 2: 30 seconds of Rowing for Calories; (start the row at 15 seconds into the minute?finishing at 45 seconds); Minute 3: 6-8 Strict Pull-Ups"
1109,"Workout of the Day; In teams of two, complete as many rounds and reps as possible in 30 minutes of:; Run 400 Meters; 5 Pull-Ups; 10 Push-Ups; 15 Air Squats; Only one person may be running at a time. While one partner runs, the partner inside the gym should be working through as many rounds as possible of ?Cindy? (5 pull-ups, 10 push-ups and 15 air squats). Partners then switch roles once the running partner has returned"
1110,"In teams of 5, complete 3 sets each of:; 30 Calorie Row; 30 Burpees; 30 Sit-Ups; 30 Wall Ball Shots; Teams get one erg and one Wall Ball. Teams establish an order and line up behind their erg, maintaining that order for the workout. Athletes may not move to the next station until the athlete in front of them has finished their reps"
1111,"Workout of the Day; In teams of three, with one person running 300 meters at all times, complete as many rounds and reps as possible in 30 minutes of:; 10 Dumbbell Push Press; 10 Box Jump Overs; Teams establish and maintain the running order throughout the workout. The two teammates completing the couplet alternate rounds so that only one person is working at a time"
